"","SurveyResponseID","Qdemosage","Qdemoshispanic","Qdemosrace","Qdemoseducation","Qdemosincome","Qdemosgender","Qsexualorientation","Qdemosstate","Qamazonusehowmany","Qamazonusehhsize","Qamazonusehowoft","Qsubstanceusecigarettes","Qsubstanceusemarijuana","Qsubstanceusealcohol","Qpersonaldiabetes","Qpersonalwheelchair","Qlifechanges","QsellYOURdata","Qsellconsumerdata","Qsmallbizuse","Qcensususe","Qresearchsociety","ShippingAddressState","TOTAL_EXCERCISE_SPENT","MORE_THAN_AVERAGE","HAS_PURCHASED_MOTHERBOARD","HAS_PURCHASED_GOLF_BAG","HAS_PURCHASED_TOYS_AND_GAMES","HAS_PURCHASED_SUGAR_CANDY","HAS_PURCHASED_SKATEBOARD","HAS_PURCHASED_GAMES","HAS_PURCHASED_AMAZON_BOOK_READER","HAS_PURCHASED_WEARABLE_COMPUTER","HAS_PURCHASED_PET_SUPPLIES","HAS_PURCHASED_SPORTING_GOODS","HAS_PURCHASED_ABIS_BOOK","HAS_PURCHASED_HEADPHONES","HAS_PURCHASED_PHYSICAL_VIDEO_GAME_SOFTWARE","HAS_PURCHASED_SNACK_CHIP_AND_CRISP","HAS_PURCHASED_DOWNLOADABLE_VIDEO_GAME","HAS_PURCHASED_OUTDOOR_LIVING","HAS_PURCHASED_COOKIE","HAS_PURCHASED_MEAT","HAS_PURCHASED_SWIMWEAR","HAS_PURCHASED_FOOD_STORAGE_CONTAINER","HAS_PURCHASED_MASSAGER","HAS_PURCHASED_WEIGH_SCALE","HAS_PURCHASED_SPEAKERS","HAS_PURCHASED_PLANNER","HAS_PURCHASED_INSTRUMENT_PARTS_AND_ACCESSORIES","HAS_PURCHASED_MEDICATION","HAS_PURCHASED_VEGETABLE","HAS_PURCHASED_VITAMIN","HAS_PURCHASED_PET_FOOD","HAS_PURCHASED_SKIN_MOISTURIZER","HAS_PURCHASED_COFFEE","HAS_PURCHASED_PHYSICAL_MOVIE","HAS_PURCHASED_NUTRITIONAL_SUPPLEMENT","HAS_PURCHASED_SKIN_CLEANING_AGENT","HAS_PURCHASED_HERBAL_SUPPLEMENT","HAS_PURCHASED_MINERAL_SUPPLEMENT","HAS_PURCHASED_PROTEIN_DRINK","HAS_PURCHASED_PROTEIN_SUPPLEMENT_POWDER","HAS_PURCHASED_DIETARY_SUPPLEMENTS","HAS_PURCHASED_ABIS_SPORTS","HAS_PURCHASED_HEALTH_FOOD","HAS_PURCHASED_SPORTS_DRINK"
"3051","R_5gXgALtnR3hyFix","35 - 44 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","heterosexual (straight)","Texas","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","","No","No","I don't know","I don't know","Yes","TX",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3052","R_OdOK4CH8YxSw3Sx","25 - 34 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Female","heterosexual (straight)","Iowa","1 (just me!)","2","Less than 5 times per month","No","No","Yes","No","No","Moved place of residence","No","No","No","Yes","Yes","IA",19.68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3053","R_31MyYMIGA4jTZAZ","25 - 34 years","No","Asian","Bachelor's degree","$50,000 - $74,999","Female","heterosexual (straight)","Florida","1 (just me!)","3","Less than 5 times per month","No","No","No","No","No","Moved place of residence","No","No","I don't know","Yes","Yes","FL",10.99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3054","R_3p8NxlNJ9iNJgDQ","45 - 54 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Male","heterosexual (straight)","Mississippi","2","1 (just me!)","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","No","Yes","PA",79.98,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3055","R_3QLCg8ss7L5Yazo","35 - 44 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Male","heterosexual (straight)","Louisiana","2","3","Less than 5 times per month","Yes","No","Yes","No","No","","Yes","Yes","I don't know","I don't know","I don't know","",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3056","R_1FJ01Kk4aB1BWNJ","35 - 44 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Male","heterosexual (straight)","Oregon","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","","No","No","I don't know","I don't know","I don't know","OR",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3057","R_20S7crqtX9XLeBx","25 - 34 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Female","heterosexual (straight)","New York","2","2","5 - 10 times per month","No","No","Yes","No","No","Became pregnant,Had a child","No","No","No","Yes","Yes","NY",0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3058","R_2a8rpLIyhmxoRdv","25 - 34 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Female","heterosexual (straight)","New York","1 (just me!)","2","Less than 5 times per month","Yes","No","Yes","No","No","Lost a job ,Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3059","R_3Ny7LIDPzlosF9p","45 - 54 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Male","heterosexual (straight)","Alabama","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","","No","No","No","No","No","VA",139.99,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"3060","R_2dXwiYpA2ystzCd","35 - 44 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Female","heterosexual (straight)","Massachusetts","2","3","Less than 5 times per month","Yes","Yes","Yes","No","No","","No","Yes if consumers get part of the profit","Yes","I don't know","Yes","MA",26.99,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"3061","R_1gjdRVy7DXPMldc","45 - 54 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Male","heterosexual (straight)","Maryland","2","2","5 - 10 times per month","Yes","No","Yes","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","Yes","DE",0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"3062","R_RPudbSO1mm9KZSp","65 and older","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999","Male","heterosexual (straight)","New Mexico","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","No","No","","No","No","No","Yes","Yes","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"3063","R_3h4JnsfebywTUxX","45 - 54 years","Yes","White or Caucasian,American Indian/Native American or Alaska Native","Bachelor's degree","$75,000 - $99,999","Male","heterosexual (straight)","New Mexico","2","2","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","No","NM",24.99,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"3064","R_1qbblQgKWPBaDgI","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Female","heterosexual (straight)","District of Columbia","2","1 (just me!)","5 - 10 times per month","No","No","Yes","No","No","Moved place of residence","No","No","No","No","Yes","CA",21.98,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"3065","R_9L8Lum5AaHh6bq9","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Female","heterosexual (straight)","Maryland","2","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","","No","No","No","No","I don't know","OH",25.99,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3066","R_RUiKvns4bLPdv1v","35 - 44 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Male","heterosexual (straight)","North Carolina","1 (just me!)","3","More than 10 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","NC",26.99,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"3067","R_1GZy78Wx8EqIpUZ","45 - 54 years","No","Black or African American","High school diploma or GED","Less than $25,000","Female","heterosexual (straight)","Texas","1 (just me!)","2","Less than 5 times per month","Yes","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","TX",0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"3068","R_A6elLLSuavqVAyZ","18 - 24 years","Yes","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Pennsylvania","1 (just me!)","1 (just me!)","5 - 10 times per month","No","No","No","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","Yes","FL",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"3069","R_WxNO6Oe6xqGi15T","35 - 44 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Female","heterosexual (straight)","Massachusetts","1 (just me!)","3","Less than 5 times per month","No","No","Yes","No","No","","No","No","I don't know","Yes","I don't know","",28.99,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3070","R_1QgCk1rGPI0P6Ae","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999","Male","heterosexual (straight)","Michigan","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","MI",0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3071","R_3iVJ4NtqpKGbPCp","25 - 34 years","No","Black or African American,Asian","High school diploma or GED","$75,000 - $99,999","Female","LGBTQ+","Kentucky","1 (just me!)","2","Less than 5 times per month","No","No","No","Yes","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","No","FL",18.68,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3072","R_aVslz4Q8yi9S6Cl","55 - 64 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Female","heterosexual (straight)","Florida","2","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","","No","Yes if consumers get part of the profit","Yes","Yes","Yes","FL",0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3073","R_3EYhs6sdztDRTgU","55 - 64 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","heterosexual (straight)","Kentucky","1 (just me!)","2","Less than 5 times per month","I stopped in the recent past","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","No","",37.26,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3074","R_11apGEU5o3Mncee","25 - 34 years","No","White or Caucasian","High school diploma or GED","$100,000 - $149,999","Female","heterosexual (straight)","Michigan","2","2","Less than 5 times per month","No","Yes","Yes","No","No","","Yes if I get part of the profit","No","I don't know","No","No","MI",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"3075","R_2CqTKH1f8HiEcxG","18 - 24 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Female","heterosexual (straight)","Illinois","1 (just me!)","4+","5 - 10 times per month","No","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","I don't know","Yes","IL",22.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3076","R_0dNGfZ4GvtFvxu1","45 - 54 years","Yes","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","heterosexual (straight)","Washington","1 (just me!)","1 (just me!)","5 - 10 times per month","No","Yes","Yes","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","OR",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"3077","R_12mMk3Dq3Oo4HJb","45 - 54 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","heterosexual (straight)","Ohio","2","4+","5 - 10 times per month","No","Yes","No","No","No","Lost a job ","No","No","No","Yes","Yes","OH",0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3078","R_YY9mG1AzrXV1e3D","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Female","LGBTQ+","Minnesota","2","2","Less than 5 times per month","No","No","Yes","No","No","Moved place of residence,Became pregnant","No","No","Yes","Yes","Yes","AL",90.03,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3079","R_2dpa6TUZ2ogehoZ","25 - 34 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Male","heterosexual (straight)","New Mexico","2","2","Less than 5 times per month","No","No","Yes","No","No","","Yes","Yes","No","Yes","Yes","NM",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3080","R_1eDabE58dk65Lyy","18 - 24 years","No","Black or African American","Bachelor's degree","$50,000 - $74,999","Female","LGBTQ+","Michigan","2","3","Less than 5 times per month","No","Yes","Yes","No","No","Moved place of residence","No","Yes if consumers get part of the profit","Yes","Yes","I don't know","MI",83.42,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3081","R_2zA3rxZzRWZ8ufq","45 - 54 years","No","White or Caucasian","High school diploma or GED","$100,000 - $149,999","Female","heterosexual (straight)","Hawaii","2","2","5 - 10 times per month","No","No","Yes","No","No","","No","No","I don't know","Yes","Yes","HI",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3082","R_zZSx9DRg5AejOrD","25 - 34 years","No","Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Male","heterosexual (straight)","Wisconsin","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","No","No","No","I don't know","Yes","",59.98,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"3083","R_DbFrDTT5RISSqBP","35 - 44 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Male","heterosexual (straight)","Kentucky","2","2","Less than 5 times per month","No","No","No","Yes","No","","No","No","No","No","No","KY",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"3084","R_2y9PcIxPBtYiYWN","35 - 44 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Female","heterosexual (straight)","Colorado","1 (just me!)","4+","Less than 5 times per month","No","No","Yes","No","No","","No","No","I don't know","Yes","Yes","CO",107.92,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3085","R_3iXBbGjxutYhcDe","35 - 44 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Male","LGBTQ+","Nebraska","1 (just me!)","1 (just me!)","Less than 5 times per month","Yes","No","Yes","No","No","Lost a job ,Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","Yes","MN",0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3086","R_3kHCld4gRZS9Tqy","35 - 44 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Female","LGBTQ+","California","1 (just me!)","2","5 - 10 times per month","Yes","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","Yes","CA",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3087","R_29gkDjbbzKphGiY","35 - 44 years","Yes","Black or African American","Bachelor's degree","$75,000 - $99,999","Male","heterosexual (straight)","Florida","2","2","Less than 5 times per month","Yes","No","No","Yes","No","Lost a job ,Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","FL",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3088","R_1jBvTaC81QY55pk","18 - 24 years","Yes","White or Caucasian,Black or African American","High school diploma or GED","$50,000 - $74,999","Male","heterosexual (straight)","New York","1 (just me!)","3","Less than 5 times per month","Yes","I stopped in the recent past","Yes","No","No","","No","No","No","No","I don't know","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3089","R_2PiMka1SHyZrLEK","55 - 64 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999","Female","heterosexual (straight)","Virginia","1 (just me!)","3","5 - 10 times per month","No","No","No","No","No","","No","No","I don't know","I don't know","Yes","VA",15.24,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3090","R_rdwe8WeV8XZm5G1","18 - 24 years","No","Asian","High school diploma or GED","$75,000 - $99,999","Female","heterosexual (straight)","California","1 (just me!)","4+","Less than 5 times per month","No","Yes","Yes","No","No","","No","No","No","I don't know","Yes","CA",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3091","R_s5P0Odz2rAfEu0p","25 - 34 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","LGBTQ+","Illinois","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","No","No","","No","No","No","No","No","IL",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3092","R_10Uv2LWb4NJfaPq","25 - 34 years","No","Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Male","heterosexual (straight)","New York","2","3","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","Yes","Yes","NY",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3093","R_cRXd8L1JLLMWpzj","18 - 24 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Female","heterosexual (straight)","New York","1 (just me!)","1 (just me!)","Less than 5 times per month","No","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","NY",0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3094","R_vPQ66r0vYki20XD","18 - 24 years","No","White or Caucasian,Other","High school diploma or GED","$25,000 - $49,999","Female","heterosexual (straight)","Nevada","1 (just me!)","3","5 - 10 times per month","No","Yes","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","I don't know","NV",30.98,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3095","R_3P7fBiZBOX87ruQ","18 - 24 years","No","Asian","Bachelor's degree","Less than $25,000","Male","heterosexual (straight)","North Carolina","1 (just me!)","3","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","No","I don't know","No","No","NC",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3096","R_2pWPV1jAXWmFSlW","25 - 34 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Male","heterosexual (straight)","Washington","2","2","Less than 5 times per month","No","I stopped in the recent past","No","No","No","Lost a job ","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","WA",73.95,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3097","R_20OIhkKq0f47R7P","25 - 34 years","No","Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999","Female","heterosexual (straight)","Virginia","1 (just me!)","3","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","VA",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3098","R_2WHxAVIqdyfoX8D","45 - 54 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Female","heterosexual (straight)","Texas","1 (just me!)","1 (just me!)","Less than 5 times per month","Yes","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","TX",0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3099","R_3dSmRMst5i95tAD","35 - 44 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Female","LGBTQ+","Vermont","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","I don't know","VT",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3100","R_2f3d4w7vqBG6l92","25 - 34 years","Yes","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Texas","1 (just me!)","4+","Less than 5 times per month","Yes","Yes","No","No","No","","I don't know","Yes if consumers get part of the profit","I don't know","I don't know","I don't know","TX",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3101","R_12osmPZNBfvNohz","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Female","LGBTQ+","Texas","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","No","No","I don't know","I don't know","Yes","TX",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3102","R_28GxMZkrIGCzmKv","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Male","LGBTQ+","Illinois","1 (just me!)","2","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","Yes","Yes","NY",17.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3103","R_1FmFI2FlHcSqbJj","18 - 24 years","No","White or Caucasian","Bachelor's degree","Less than $25,000","Female","heterosexual (straight)","Connecticut","1 (just me!)","2","Less than 5 times per month","No","Yes","Yes","Yes","No","","No","No","Yes","Yes","Yes","CT",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
